NAME_1,NAME_2,STATE/UT,DISTRICT,CRIME_RATE
MAHARASHTRA,YAVATMAL,MAHARASHTRA,YAVATMAL,0.02591715799345132
MANIPUR,BISHNUPUR,MANIPUR,BISHNUPUR,0.10298813868613138
MANIPUR,CHANDEL,MANIPUR,CHANDEL,0.02597513686131387
MANIPUR,CHURACHANDPUR,MANIPUR,CHURACHANDPUR,0.04428033759124088
MANIPUR,IMPHAL EAST,MANIPUR,IMPHAL EAST,0.11906934306569343
MANIPUR,SENAPATI,MANIPUR,SENAPATI,0.04904197080291971
MANIPUR,TAMENGLONG,MANIPUR,TAMENGLONG,0.013201414233576642
MANIPUR,THOUBAL,MANIPUR,THOUBAL,0.1721886405109489
MANIPUR,UKHRUL,MANIPUR,UKHRUL,0.02166970802919708
MANIPUR,IMPHAL WEST,MANIPUR,IMPHAL WEST,0.24255816605839417
MEGHALAYA,GARO HILLS EAST,MEGHALAYA,GARO HILLS EAST,0.07014139173828667
MEGHALAYA,KHASI HILLS EAST,MEGHALAYA,KHASI HILLS EAST,0.40033268644302744
MEGHALAYA,JAINTIA HILLS,MEGHALAYA,JAINTIA HILLS,0.15133272604855638
MEGHALAYA,RI-BHOI,MEGHALAYA,RI-BHOI,0.09980593290823399
MEGHALAYA,GARO HILLS SOUTH,MEGHALAYA,GARO HILLS SOUTH,0.029545724583151807
MEGHALAYA,GARO HILLS WEST,MEGHALAYA,GARO HILLS WEST,0.17042259099370272
MEGHALAYA,WEST KHASI HILLS,,,
MIZORAM,AIZAWL,MIZORAM,AIZAWL,0.4851985007266886
MIZORAM,CHAMPHAI,MIZORAM,CHAMPHAI,0.0889237359443127
MIZORAM,KOLASIB,MIZORAM,KOLASIB,0.08926795685764553
MIZORAM,LAWNGTLAI,MIZORAM,LAWNGTLAI,0.06253346592212958
MIZORAM,LUNGLEI,MIZORAM,LUNGLEI,0.12063030673908055
MIZORAM,MAMIT,MIZORAM,MAMIT,0.03625793620439073
MIZORAM,SAIHA,MIZORAM,SAIHA,0.0750019123384074
MIZORAM,SERCHHIP,MIZORAM,SERCHHIP,0.04218618526734491
NAGALAND,DIMAPUR,NAGALAND,DIMAPUR,0.41232010964745297
NAGALAND,KOHIMA,NAGALAND,KOHIMA,0.20635041498515191
NAGALAND,MOKOKCHUNG,NAGALAND,MOKOKCHUNG,0.06396101423894007
NAGALAND,MON,NAGALAND,MON,0.058707073783598566
NAGALAND,PHEK,NAGALAND,PHEK,0.04591487093581055
NAGALAND,TUENSANG,NAGALAND,TUENSANG,0.04256453209472322
NAGALAND,WOKHA,NAGALAND,WOKHA,0.06868194624229042
NAGALAND,ZUNHEBOTO,NAGALAND,ZUNHEBOTO,0.055661311200791895
ODISHA,ANGUL,ODISHA,ANGUL,0.04429381460800746
ODISHA,BALESHWAR,,,
ODISHA,BARAGARH,ODISHA,BARAGARH,0.027168930744228686
ODISHA,BHADRAK,ODISHA,BHADRAK,0.03419420754198652
ODISHA,BOLANGIR,ODISHA,BOLANGIR,0.03293329999722199
ODISHA,BOUDH,ODISHA,BOUDH,0.00819049735626117
ODISHA,CUTTACK,ODISHA,CUTTACK,0.06312563083960701
ODISHA,DEOGARH,ODISHA,DEOGARH,0.009821806138165835
ODISHA,DHENKANAL,ODISHA,DHENKANAL,0.02956264873924679
ODISHA,GAJAPATI,ODISHA,GAJAPATI,0.007770709287502353
ODISHA,GANJAM,ODISHA,GANJAM,0.03765437243227059
ODISHA,JAGATSINGHPUR,ODISHA,JAGATSINGHPUR,0.026472885086102856
ODISHA,JAJPUR,ODISHA,JAJPUR,0.03797693017628012
ODISHA,JHARSUGUDA,ODISHA,JHARSUGUDA,0.021489445108079996
ODISHA,KALAHANDI,ODISHA,KALAHANDI,0.023177857414043764
ODISHA,KANDHAMAL,ODISHA,KANDHAMAL,0.017651162288215377
ODISHA,KENDRAPARA,ODISHA,KENDRAPARA,0.024191830800714874
ODISHA,KEONJHAR,ODISHA,KEONJHAR,0.04010673728983588
ODISHA,KHORDHA,,,
ODISHA,KORAPUT,ODISHA,KORAPUT,0.027276964438394558
ODISHA,MALKANGIRI,,,
ODISHA,MAYURBHANJ,ODISHA,MAYURBHANJ,0.04229519126593883
ODISHA,NABARANGPUR,,,
ODISHA,NAYAGARH,ODISHA,NAYAGARH,0.019649785630284005
ODISHA,NUAPADA,ODISHA,NUAPADA,0.012707849110882697
ODISHA,PURI,ODISHA,PURI,0.05052118540742593
ODISHA,RAYAGADA,ODISHA,RAYAGADA,0.016418034836236352
ODISHA,SAMBALPUR,ODISHA,SAMBALPUR,0.04041231831047649
ODISHA,SONEPUR,ODISHA,SONEPUR,0.008946733215422272
ODISHA,SUNDARGARH,ODISHA,SUNDARGARH,0.02837582144191028
PUDUCHERRY,KARAIKAL,PUDUCHERRY,KARAIKAL,0.09777145391381477
PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,0.340102742257373
PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,0.340102742257373
PUDUCHERRY,PONDICHERRY,PUDUCHERRY,PONDICHERRY,0.5621258038288122
PUNJAB,AMRITSAR,PUNJAB,AMRITSAR,0.04133485711905574
PUNJAB,BHATINDA,PUNJAB,BHATINDA,0.05074050258896054
PUNJAB,FARIDKOT,PUNJAB,FARIDKOT,0.02275265469332077
PUNJAB,FATEHGARH SAHIB,PUNJAB,FATEHGARH SAHIB,0.02430681199903158
PUNJAB,FEROZPUR,PUNJAB,FEROZPUR,0.034246129575587494
PUNJAB,GURDASPUR,PUNJAB,GURDASPUR,0.02792016265284499
PUNJAB,HOSHIARPUR,PUNJAB,HOSHIARPUR,0.04500287662281878
PUNJAB,JALANDHAR,PUNJAB,JALANDHAR,0.07913185866279993
PUNJAB,KAPURTHALA,PUNJAB,KAPURTHALA,0.03503752626057256
PUNJAB,LUDHIANA,PUNJAB,LUDHIANA,0.08672301897009094
PUNJAB,MANSA,PUNJAB,MANSA,0.020271730217035336
PUNJAB,MOGA,PUNJAB,MOGA,0.03220515917746811
PUNJAB,MUKTSAR,PUNJAB,MUKTSAR,0.021622831794361818
PUNJAB,NAWAN SHAHR,PUNJAB,NAWAN SHAHR,0.01348758626614358
PUNJAB,PATIALA,PUNJAB,PATIALA,0.0944599628772476
PUNJAB,ROPAR,PUNJAB,ROPAR,0.03395195909728713
PUNJAB,SANGRUR,PUNJAB,SANGRUR,0.048866142019259054
RAJASTHAN,AJMER,RAJASTHAN,AJMER,0.04188282228290505
RAJASTHAN,ALWAR,RAJASTHAN,ALWAR,0.054624239459113454
RAJASTHAN,BANSWARA,RAJASTHAN,BANSWARA,0.0173353750924072
RAJASTHAN,BARAN,RAJASTHAN,BARAN,0.02122132682729175
RAJASTHAN,BARMER,RAJASTHAN,BARMER,0.01819963834570099
RAJASTHAN,BHARATPUR,RAJASTHAN,BHARATPUR,0.04905071134684975
RAJASTHAN,BHILWARA,RAJASTHAN,BHILWARA,0.03482646843930436
RAJASTHAN,BIKANER,RAJASTHAN,BIKANER,0.024628269813935545
RAJASTHAN,BUNDI,RAJASTHAN,BUNDI,0.022242924787544263
RAJASTHAN,CHITTORGARH,RAJASTHAN,CHITTORGARH,0.036406820136256166
RAJASTHAN,CHURU,RAJASTHAN,CHURU,0.018292314953909553
RAJASTHAN,DAUSA,RAJASTHAN,DAUSA,0.027531957265307265
RAJASTHAN,DHOLPUR,RAJASTHAN,DHOLPUR,0.021705184932938774
RAJASTHAN,DUNGARPUR,RAJASTHAN,DUNGARPUR,0.012101840816071416
RAJASTHAN,GANGANAGAR,RAJASTHAN,GANGANAGAR,0.033878149657635366
RAJASTHAN,HANUMANGARH,RAJASTHAN,HANUMANGARH,0.0234848991010369
RAJASTHAN,JAIPUR,RAJASTHAN,JAIPUR,0.05362688828589225
RAJASTHAN,JAISALMER,RAJASTHAN,JAISALMER,0.006159222723442225
RAJASTHAN,JALORE,RAJASTHAN,JALORE,0.015657497429840576
RAJASTHAN,JHALAWAR,RAJASTHAN,JHALAWAR,0.023002118630369047
RAJASTHAN,JHUNJHUNU,RAJASTHAN,JHUNJHUNU,0.025290476508635088
RAJASTHAN,JODHPUR,RAJASTHAN,JODHPUR,0.018223346315242715
RAJASTHAN,KARAULI,RAJASTHAN,KARAULI,0.023573265169328783
RAJASTHAN,KOTA,RAJASTHAN,KOTA,0.018284771509055366
RAJASTHAN,NAGAUR,RAJASTHAN,NAGAUR,0.02783531151194343
RAJASTHAN,PALI,RAJASTHAN,PALI,0.032168481763183245
RAJASTHAN,RAJSAMAND,RAJASTHAN,RAJSAMAND,0.015848238821153545
RAJASTHAN,SAWAI MADHOPUR,RAJASTHAN,SAWAI MADHOPUR,0.021861980822407912
RAJASTHAN,SIKAR,RAJASTHAN,SIKAR,0.029098299707529866
RAJASTHAN,SIROHI,RAJASTHAN,SIROHI,0.01306578530493837
RAJASTHAN,TONK,RAJASTHAN,TONK,0.023125507835483932
RAJASTHAN,UDAIPUR,RAJASTHAN,UDAIPUR,0.04520139920125695
SIKKIM,EAST,SIKKIM,EAST,0.4918571428571429
SIKKIM,NORTH,SIKKIM,NORTH,0.06028571428571428
SIKKIM,SOUTH,SIKKIM,SOUTH,0.2695714285714286
SIKKIM,WEST,SIKKIM,WEST,0.1782857142857143
TAMIL NADU,ARIYALUR,TAMIL NADU,ARIYALUR,0.004960255822803489
TAMIL NADU,CHENNAI,TAMIL NADU,CHENNAI,0.07983152895674933
TAMIL NADU,COIMBATORE RURAL,TAMIL NADU,COIMBATORE RURAL,0.04806531092489185
TAMIL NADU,CUDDALORE,TAMIL NADU,CUDDALORE,0.04250462096442246
TAMIL NADU,DHARMAPURI,TAMIL NADU,DHARMAPURI,0.023473722633406077
TAMIL NADU,DINDIGUL,TAMIL NADU,DINDIGUL,0.029164013171690185
TAMIL NADU,ERODE,TAMIL NADU,ERODE,0.037059455114514486
TAMIL NADU,KANCHIPURAM,TAMIL NADU,KANCHIPURAM,0.03688811053036246
TAMIL NADU,KANYAKUMARI,TAMIL NADU,KANYAKUMARI,0.024159100970014214
TAMIL NADU,KARUR,TAMIL NADU,KARUR,0.014744371354680376
TAMIL NADU,MADURAI RURAL,TAMIL NADU,MADURAI RURAL,0.02916013000830997
TAMIL NADU,NAGAPATTINAM,TAMIL NADU,NAGAPATTINAM,0.022974736139048314
TAMIL NADU,NAMAKKAL,TAMIL NADU,NAMAKKAL,0.02248060359891582
TAMIL NADU,NILGIRIS,TAMIL NADU,NILGIRIS,0.0081667779840169
TAMIL NADU,PERAMBALUR,TAMIL NADU,PERAMBALUR,0.01276007486738997
TAMIL NADU,PUDUKOTTAI,TAMIL NADU,PUDUKOTTAI,0.020377385233106296
TAMIL NADU,RAMNATHAPURAM,TAMIL NADU,RAMNATHAPURAM,0.018336782876802758
TAMIL NADU,SALEM RURAL,TAMIL NADU,SALEM RURAL,0.034211154775126006
TAMIL NADU,SIVAGANGAI,TAMIL NADU,SIVAGANGAI,0.016359767320850257
TAMIL NADU,THANJAVUR,TAMIL NADU,THANJAVUR,0.0319176614036859
TAMIL NADU,THENI,TAMIL NADU,THENI,0.022687867444334854
TAMIL NADU,THIRUVALLUR,TAMIL NADU,THIRUVALLUR,0.020055082672548366
TAMIL NADU,THIRUVARUR,TAMIL NADU,THIRUVARUR,0.019567260272908723
TAMIL NADU,THOOTHUGUDI,TAMIL NADU,THOOTHUGUDI,0.029463987542811876
TAMIL NADU,TIRUCHCHIRAPPALLI,,,
TAMIL NADU,THIRUNELVELI RURAL,TAMIL NADU,THIRUNELVELI RURAL,0.04065186663663687
TAMIL NADU,THIRUVANNAMALAI,TAMIL NADU,THIRUVANNAMALAI,0.02458430736014787
TAMIL NADU,VELLORE,TAMIL NADU,VELLORE,0.04296865898835828
TAMIL NADU,VILLUPURAM,TAMIL NADU,VILLUPURAM,0.04026888964826306
TAMIL NADU,VIRUDHUNAGAR,TAMIL NADU,VIRUDHUNAGAR,0.026990897865036775
TRIPURA,DHALAI,TRIPURA,DHALAI,0.08979026813820305
TRIPURA,NORTH,TRIPURA,NORTH,0.1767171085068457
TRIPURA,SOUTH,TRIPURA,SOUTH,0.2601168126825198
TRIPURA,WEST,TRIPURA,WEST,0.4142678347934919
UTTAR PRADESH,AGRA,UTTAR PRADESH,AGRA,0.041971955907030616
UTTAR PRADESH,ALIGARH,UTTAR PRADESH,ALIGARH,0.028947178637664592
UTTAR PRADESH,ALLAHABAD,UTTAR PRADESH,ALLAHABAD,0.03070275995466273
UTTAR PRADESH,AMBEDKAR NAGAR,UTTAR PRADESH,AMBEDKAR NAGAR,0.006602535744001585
UTTAR PRADESH,AURAIYA,UTTAR PRADESH,AURAIYA,0.006515348689018844
UTTAR PRADESH,AZAMGARH,UTTAR PRADESH,AZAMGARH,0.011923637056435859
UTTAR PRADESH,BADAUN,UTTAR PRADESH,BADAUN,0.014932666836735243
UTTAR PRADESH,BAGHPAT,UTTAR PRADESH,BAGHPAT,0.008022285441806946
UTTAR PRADESH,BAHRAICH,UTTAR PRADESH,BAHRAICH,0.010163750205858324
UTTAR PRADESH,BALLIA,UTTAR PRADESH,BALLIA,0.007044929319284377
UTTAR PRADESH,BALRAMPUR,UTTAR PRADESH,BALRAMPUR,0.0029509050769775586
UTTAR PRADESH,BANDA,UTTAR PRADESH,BANDA,0.007962007971695422
UTTAR PRADESH,BARABANKI,UTTAR PRADESH,BARABANKI,0.01356888907546201
UTTAR PRADESH,BAREILLY,UTTAR PRADESH,BAREILLY,0.028837925723087455
UTTAR PRADESH,BASTI,UTTAR PRADESH,BASTI,0.006942672896773756
UTTAR PRADESH,BIJNOR,UTTAR PRADESH,BIJNOR,0.014157132600746795
UTTAR PRADESH,BULANDSHAHAR,UTTAR PRADESH,BULANDSHAHAR,0.020535780598619862
UTTAR PRADESH,CHANDOLI,UTTAR PRADESH,CHANDOLI,0.004967509367226493
UTTAR PRADESH,CHITRAKOOT DHAM,UTTAR PRADESH,CHITRAKOOT DHAM,0.0029875021124024124
UTTAR PRADESH,DEORIA,UTTAR PRADESH,DEORIA,0.007763415235345847
UTTAR PRADESH,ETAH,UTTAR PRADESH,ETAH,0.015281953248363627
UTTAR PRADESH,ETAWAH,UTTAR PRADESH,ETAWAH,0.0117917800905669
UTTAR PRADESH,FAIZABAD,UTTAR PRADESH,FAIZABAD,0.010259548327999853
UTTAR PRADESH,FAIZABAD,UTTAR PRADESH,FAIZABAD,0.010259548327999853
UTTAR PRADESH,FATEHPUR,UTTAR PRADESH,FATEHPUR,0.010336509740731532
UTTAR PRADESH,FIROZABAD,UTTAR PRADESH,FIROZABAD,0.016759289457793394
UTTAR PRADESH,GAUTAMBUDH NAGAR,UTTAR PRADESH,GAUTAMBUDH NAGAR,0.023249881328730716
UTTAR PRADESH,GHAZIABAD,UTTAR PRADESH,GHAZIABAD,0.03871589613761346
UTTAR PRADESH,GHAZIPUR,UTTAR PRADESH,GHAZIPUR,0.006385644489939582
UTTAR PRADESH,GONDA,UTTAR PRADESH,GONDA,0.010095399860285435
UTTAR PRADESH,GORAKHPUR,UTTAR PRADESH,GORAKHPUR,0.020237084206549363
UTTAR PRADESH,HAMIRPUR,UTTAR PRADESH,HAMIRPUR,0.003997687928467865
UTTAR PRADESH,HARDOI,UTTAR PRADESH,HARDOI,0.014706626323817027
UTTAR PRADESH,HATHRAS,UTTAR PRADESH,HATHRAS,0.01094789550900556
UTTAR PRADESH,JALAUN,UTTAR PRADESH,JALAUN,0.007513156096043538
UTTAR PRADESH,JAUNPUR,UTTAR PRADESH,JAUNPUR,0.011279959786316369
UTTAR PRADESH,JHANSI,UTTAR PRADESH,JHANSI,0.00898026666322224
UTTAR PRADESH,J.P.NAGAR,UTTAR PRADESH,J.P.NAGAR,0.008430772940152006
UTTAR PRADESH,KANNAUJ,UTTAR PRADESH,KANNAUJ,0.007540065680914754
UTTAR PRADESH,KANPUR DEHAT,UTTAR PRADESH,KANPUR DEHAT,0.007547600364678694
UTTAR PRADESH,KANPUR NAGAR,UTTAR PRADESH,KANPUR NAGAR,0.03993543852397698
UTTAR PRADESH,KAUSHAMBI,UTTAR PRADESH,KAUSHAMBI,0.007092290188657717
UTTAR PRADESH,KUSHINAGAR,,,
UTTAR PRADESH,LAITPUR,,,
UTTAR PRADESH,LALITPUR,UTTAR PRADESH,LALITPUR,0.0036257974655476586
UTTAR PRADESH,LUCKNOW,UTTAR PRADESH,LUCKNOW,0.06370951856599899
UTTAR PRADESH,MAHARAJGANJ,UTTAR PRADESH,MAHARAJGANJ,0.005421204968155197
UTTAR PRADESH,MAHOBA,UTTAR PRADESH,MAHOBA,0.0036155718232965964
UTTAR PRADESH,MAINPURI,UTTAR PRADESH,MAINPURI,0.01186174501123206
UTTAR PRADESH,MATHURA,UTTAR PRADESH,MATHURA,0.02162884793608866
UTTAR PRADESH,MAU,UTTAR PRADESH,MAU,0.006774757087177368
UTTAR PRADESH,MEERUT,UTTAR PRADESH,MEERUT,0.03337326715728222
UTTAR PRADESH,MIRZAPUR,UTTAR PRADESH,MIRZAPUR,0.006190819095471978
UTTAR PRADESH,MORADABAD,UTTAR PRADESH,MORADABAD,0.023795069518221558
UTTAR PRADESH,MUZAFFARNAGAR,UTTAR PRADESH,MUZAFFARNAGAR,0.023433404697552413
UTTAR PRADESH,PILIBHIT,UTTAR PRADESH,PILIBHIT,0.012152368527841195
UTTAR PRADESH,PRATAPGARH,UTTAR PRADESH,PRATAPGARH,0.011995754743890717
UTTAR PRADESH,RAIBAREILLY,UTTAR PRADESH,RAIBAREILLY,0.012015667836695417
UTTAR PRADESH,RAMPUR,UTTAR PRADESH,RAMPUR,0.011904262155328582
UTTAR PRADESH,SAHARANPUR,UTTAR PRADESH,SAHARANPUR,0.017104808527539806
UTTAR PRADESH,SANT KABIRNAGAR,UTTAR PRADESH,SANT KABIRNAGAR,0.0040493543314206
UTTAR PRADESH,ST.RAVIDASNAGAR,UTTAR PRADESH,ST.RAVIDASNAGAR,0.0028911657985634586
UTTAR PRADESH,SHAHJAHANPUR,UTTAR PRADESH,SHAHJAHANPUR,0.015089280620685722
UTTAR PRADESH,SHRAWASTI,UTTAR PRADESH,SHRAWASTI,0.0030763037424774257
UTTAR PRADESH,SIDHARTHNAGAR,UTTAR PRADESH,SIDHARTHNAGAR,0.004628986789546595
UTTAR PRADESH,SITAPUR,UTTAR PRADESH,SITAPUR,0.020342569779244528
UTTAR PRADESH,SONBHADRA,UTTAR PRADESH,SONBHADRA,0.004591851562424316
UTTAR PRADESH,SULTANPUR,UTTAR PRADESH,SULTANPUR,0.011189543581149082
UTTAR PRADESH,UNNAO,UTTAR PRADESH,UNNAO,0.013342848562543795
UTTAR PRADESH,VARANASI,UTTAR PRADESH,VARANASI,0.018422301802834547
UTTARAKHAND,ALMORA,UTTARAKHAND,ALMORA,0.0269756986163327
UTTARAKHAND,BAGESHWAR,UTTARAKHAND,BAGESHWAR,0.010193403356459052
UTTARAKHAND,CHAMOLI,UTTARAKHAND,CHAMOLI,0.01948567884965699
UTTARAKHAND,CHAMPAWAT,UTTARAKHAND,CHAMPAWAT,0.011656524940893764
UTTARAKHAND,DEHRA DUN,,,
UTTARAKHAND,HARIDWAR,UTTARAKHAND,HARIDWAR,0.259108174101779
UTTARAKHAND,NAINI TAL,,,
UTTARAKHAND,PAURI GARHWAL,UTTARAKHAND,PAURI GARHWAL,0.03791519708538429
UTTARAKHAND,PITHORAGARH,UTTARAKHAND,PITHORAGARH,0.027121041820084492
UTTARAKHAND,RUDRA PRAYAG,UTTARAKHAND,RUDRA PRAYAG,0.01265454827332274
UTTARAKHAND,TEHRI GARHWAL,UTTARAKHAND,TEHRI GARHWAL,0.025008720592225107
UTTARAKHAND,UDHAM SINGH NAGAR,,,
UTTARAKHAND,UTTARKASHI,UTTARAKHAND,UTTARKASHI,0.020406185806751676
WEST BENGAL,BANKURA,WEST BENGAL,BANKURA,0.017732448021270362
WEST BENGAL,BURDWAN,WEST BENGAL,BURDWAN,0.046729932172135544
WEST BENGAL,BIRBHUM,WEST BENGAL,BIRBHUM,0.02342705824333693
WEST BENGAL,DAKSHIN DINAJPUR,WEST BENGAL,DAKSHIN DINAJPUR,0.01560612666442718
WEST BENGAL,DARJEELING,WEST BENGAL,DARJEELING,0.021884135141123414
WEST BENGAL,MIDNAPORE,,,
WEST BENGAL,HAWRAH,,,
WEST BENGAL,HOOGHLY,WEST BENGAL,HOOGHLY,0.04207078684611151
WEST BENGAL,JALPAIGURI,WEST BENGAL,JALPAIGURI,0.057338310235646436
WEST BENGAL,HOWRAH CITY,WEST BENGAL,HOWRAH CITY,0.016858690757828077
WEST BENGAL,KOLKATA,WEST BENGAL,KOLKATA,0.14154242279130602
WEST BENGAL,MALDA,WEST BENGAL,MALDA,0.03157587214912124
WEST BENGAL,MURSHIDABAD,WEST BENGAL,MURSHIDABAD,0.07655560955736779
WEST BENGAL,NADIA,WEST BENGAL,NADIA,0.07085921251063161
WEST BENGAL,24 PARGANAS NORTH,WEST BENGAL,24 PARGANAS NORTH,0.10970656765275565
WEST BENGAL,PURULIA,WEST BENGAL,PURULIA,0.01515048637367507
WEST BENGAL,24 PARGANAS SOUTH,WEST BENGAL,24 PARGANAS SOUTH,0.10802427222631207
WEST BENGAL,UTTAR DINAJPUR,WEST BENGAL,UTTAR DINAJPUR,0.026777354498867152
WEST BENGAL,MIDNAPORE,,,
